PLT_IND_DTM,RELATED_SCAN_WC,WORK_CENTRE_NAME_EN,TOTAL_PROCESSED,PROCESSED_OT,PROCESSED_LATE
2022/04/06,862380,TORONTO GW BMF / EUS SS 1023,13,5,6
2023/01/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,788,630,39
2023/03/09,800509,TORONTO GW BMF / LPS 1021,23659,18921,3333
2023/03/23,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,468,286,137
2023/02/01,990715,ST. JOHN'S / ILS OH4011,14,0,0
2023/03/17,800509,TORONTO GW BMF / LPS 1021,19871,16814,2015
2022/04/25,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,5,1,1
2022/12/22,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1047,925,65
2022/09/28,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1330,856,84
2022/04/21,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,5,4,1
2023/03/15,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1213,887,153
2021/10/21,800509,TORONTO GW BMF / LPS 1021,1,0,1
2022/01/13,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,4,3,0
2022/09/12,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1368,1038,58
2022/05/13,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/04/21,862380,TORONTO GW BMF / EUS SS 1023,43,19,15
2022/07/22,862380,TORONTO GW BMF / EUS SS 1023,17505,14162,2655
2021/07/02,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,0,0
2023/03/30,990715,ST. JOHN'S / ILS OH4011,23,0,0
2022/10/27,800214,ST JOHN'S / ILC 1240,429,416,2
2023/02/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1247,842,44
2022/01/04,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,1,0
2022/08/04,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1037,687,130
2023/05/01,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,924,788,17
2023/01/05,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1594,1026,297
2022/11/07,862380,TORONTO GW BMF / EUS SS 1023,18863,15983,1598
2022/03/31,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2021/06/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,0
2023/01/06,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1827,1501,140
2021/12/06,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2,1,0
2022/11/08,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1342,721,403
2022/12/13,990715,ST. JOHN'S / ILS OH4011,6,0,0
2023/04/26,990706,BSS 1330 ST JOHN'S ORIGINATING,862,546,48
2022/05/27,800509,TORONTO GW BMF / LPS 1021,16804,13262,2937
2022/12/16,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1205,883,261
2023/04/12,800509,TORONTO GW BMF / LPS 1021,35926,20389,13609
2023/05/18,800509,TORONTO GW BMF / LPS 1021,413,394,11
2022/08/10,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1116,686,91
2022/03/08,862380,TORONTO GW BMF / EUS SS 1023,2,1,0
2021/11/19,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,7,6,0
2021/11/10,862380,TORONTO GW BMF / EUS SS 1023,3,1,0
2022/04/06,990706,BSS 1330 ST JOHN'S ORIGINATING,4,0,1
2021/12/02,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,4,4,0
2023/03/07,990715,ST. JOHN'S / ILS OH4011,15,0,0
2023/01/11,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2603,1977,171
2023/02/10,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,384,253,45
2023/03/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,870,494,234
2023/01/30,800509,TORONTO GW BMF / LPS 1021,16989,15739,767
2023/03/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1554,1035,148
2023/03/10,862380,TORONTO GW BMF / EUS SS 1023,16782,11909,4121
2023/02/03,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,440,324,17
2022/06/29,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,964,647,98
2023/01/25,990706,BSS 1330 ST JOHN'S ORIGINATING,600,534,26
2022/08/31,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1000,760,98
2022/05/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,806,665,12
2022/09/12,990706,BSS 1330 ST JOHN'S ORIGINATING,640,403,42
2022/07/15,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1808,1416,84
2023/04/06,990715,ST. JOHN'S / ILS OH4011,29,0,0
2021/11/11,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,1,0
2023/01/27,800509,TORONTO GW BMF / LPS 1021,15208,13628,1126
2021/10/26,862380,TORONTO GW BMF / EUS SS 1023,3,2,0
2023/05/09,862380,TORONTO GW BMF / EUS SS 1023,17749,7706,8850
2022/08/05,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1426,1161,57
2023/05/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1283,1166,9
2023/02/23,990715,ST. JOHN'S / ILS OH4011,15,0,0
2023/01/23,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1093,1010,41
2023/04/21,862380,TORONTO GW BMF / EUS SS 1023,13131,9583,2843
2023/04/25,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,978,626,89
2022/06/14,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2005,1641,179
2023/05/10,800214,ST JOHN'S / ILC 1240,693,596,77
2023/03/20,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,635,585,39
2022/07/11,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,751,702,20
2023/02/15,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,961,666,20
2022/09/07,800509,TORONTO GW BMF / LPS 1021,20069,13285,6503
2022/10/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,906,873,9
2023/05/01,800509,TORONTO GW BMF / LPS 1021,16818,15758,385
2022/09/27,800509,TORONTO GW BMF / LPS 1021,32923,26429,5684
2023/01/23,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1153,1075,39
2022/12/28,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,307,249,1
2023/01/24,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2371,1561,235
2021/11/05,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2,1,0
2022/06/07,800509,TORONTO GW BMF / LPS 1021,25109,18919,4966
2022/07/27,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1229,917,132
2021/07/29,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2,0,0
2022/11/22,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1807,1202,506
2021/12/01,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,4,4,0
2022/11/28,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,898,852,15
2023/02/24,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1118,651,215
2023/05/09,800214,ST JOHN'S / ILC 1240,774,745,6
2023/03/22,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1688,785,391
2022/07/12,800214,ST JOHN'S / ILC 1240,221,194,12
2022/10/03,800509,TORONTO GW BMF / LPS 1021,16624,15770,637
2023/01/09,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1257,1132,16
2022/08/25,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,623,311,14
2023/05/01,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,982,874,31
2022/08/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1555,1263,109
2021/12/24,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3,2,0
2022/10/11,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1231,1170,29
2022/01/10,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2022/11/07,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,823,673,11
2022/04/28,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,17,15,0
2023/04/25,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1949,1391,239
2022/08/12,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1216,855,63
2022/08/30,800214,ST JOHN'S / ILC 1240,255,225,9
2022/06/22,800509,TORONTO GW BMF / LPS 1021,18747,15512,2857
2021/11/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,1,0
2022/10/31,990706,BSS 1330 ST JOHN'S ORIGINATING,898,688,132
2022/12/28,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,729,680,28
2023/05/09,990715,ST. JOHN'S / ILS OH4011,57,0,0
2023/03/07,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,876,520,84
2022/09/19,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,979,888,64
2023/03/23,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1886,1356,110
2022/08/01,800509,TORONTO GW BMF / LPS 1021,1487,1395,58
2022/10/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1320,800,60
2023/03/15,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1538,991,189
2022/05/27,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,779,327,129
2023/02/02,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,928,527,80
2022/04/29,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,56,41,12
2023/03/14,800509,TORONTO GW BMF / LPS 1021,27540,20373,5566
2022/05/02,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,256,225,6
2023/02/16,990715,ST. JOHN'S / ILS OH4011,5,0,0
2022/06/21,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1744,1356,136
2023/04/11,990706,BSS 1330 ST JOHN'S ORIGINATING,1700,879,325
2022/06/21,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1618,1031,191
2022/04/22,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,4,2,2
2022/11/07,990706,BSS 1330 ST JOHN'S ORIGINATING,992,899,45
2023/01/16,862380,TORONTO GW BMF / EUS SS 1023,16537,15060,760
2022/05/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1432,988,281
2022/11/11,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,374,314,37
2021/06/18,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2023/02/23,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1314,626,381
2022/11/01,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1431,942,88
2021/11/16,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2022/04/12,800509,TORONTO GW BMF / LPS 1021,14,5,6
2022/05/17,990715,ST. JOHN'S / ILS OH4011,1,0,0
2023/02/09,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1042,605,57
2021/12/31,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,9,3,2
2023/05/03,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1902,1075,156
2021/12/31,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,4,3,0
2023/04/10,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,966,724,42
2022/08/10,862380,TORONTO GW BMF / EUS SS 1023,17120,13463,2783
2023/05/15,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,154,99,32
2022/08/03,990706,BSS 1330 ST JOHN'S ORIGINATING,526,221,37
2022/08/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,846,525,27
2022/12/12,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1131,960,8
2022/09/23,990715,ST. JOHN'S / ILS OH4011,1,0,0
2021/11/26,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,3,3,0
2023/02/28,800214,ST JOHN'S / ILC 1240,692,689,1
2021/06/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,0
2023/05/11,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1830,1259,29
2022/05/03,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1342,636,371
2022/10/14,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,913,479,105
2022/06/15,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1368,883,35
2022/07/08,800214,ST JOHN'S / ILC 1240,168,153,2
2021/11/24,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,6,5,0
2021/06/30,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,0
2022/07/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1420,921,43
2022/11/30,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2532,1540,672
2021/11/05,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,4,3,0
2023/02/01,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,843,502,142
2022/09/05,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,7,2,0
2022/11/22,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2588,1737,533
2022/05/06,990715,ST. JOHN'S / ILS OH4011,10,0,0
2022/10/12,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1163,682,179
2022/06/23,990715,ST. JOHN'S / ILS OH4011,3,0,0
2022/11/24,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1732,1185,411
2023/01/11,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,994,711,73
2022/10/03,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,888,810,11
2023/01/26,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,490,315,54
2022/08/29,862380,TORONTO GW BMF / EUS SS 1023,9811,7687,1648
2022/10/21,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,951,632,63
2021/12/08,800509,TORONTO GW BMF / LPS 1021,3,2,0
2021/09/01,990706,BSS 1330 ST JOHN'S ORIGINATING,1,0,0
2023/02/09,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,552,409,36
2022/06/15,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,920,704,22
2023/01/16,800509,TORONTO GW BMF / LPS 1021,16701,15402,868
2023/03/17,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1030,735,38
2022/04/21,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,6,4,0
2022/10/20,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1096,772,107
2023/04/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,179,3,149
2023/02/06,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,541,516,3
2021/11/26,862380,TORONTO GW BMF / EUS SS 1023,2,2,0
2022/10/20,990715,ST. JOHN'S / ILS OH4011,26,0,0
2023/04/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1138,612,110
2023/01/05,990715,ST. JOHN'S / ILS OH4011,3,0,0
2023/01/17,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1823,1094,209
2022/02/15,800509,TORONTO GW BMF / LPS 1021,2,0,1
2023/01/17,862380,TORONTO GW BMF / EUS SS 1023,21795,16751,2881
2022/12/19,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1467,1399,37
2022/11/11,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,851,450,358
2022/06/23,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1254,965,27
2021/12/16,800509,TORONTO GW BMF / LPS 1021,3,0,0
2022/11/02,4588,St.Johns PCU,1,0,0
2021/11/04,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,6,2,0
2023/04/03,990715,ST. JOHN'S / ILS OH4011,12,0,0
2022/09/20,990715,ST. JOHN'S / ILS OH4011,10,0,0
2021/06/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,0
2022/04/14,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3,0,1
2023/02/16,862380,TORONTO GW BMF / EUS SS 1023,17552,15065,1370
2021/12/13,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,4,2,0
2022/04/01,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,0,1
2022/03/24,800214,ST JOHN'S / ILC 1240,1,0,0
2021/12/15,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2022/09/21,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1365,753,84
2022/07/07,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1260,891,103
2022/06/08,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1015,756,40
2022/07/28,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,887,620,35
2022/10/20,990706,BSS 1330 ST JOHN'S ORIGINATING,641,357,23
2022/09/23,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1494,1025,36
2021/07/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/11/29,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3299,1735,1302
2021/12/28,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2,2,0
2022/09/20,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2010,1581,169
2022/09/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1216,1121,26
2022/08/18,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,962,695,139
2022/08/05,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1417,1076,49
2023/03/08,800214,ST JOHN'S / ILC 1240,613,576,26
2023/01/05,862380,TORONTO GW BMF / EUS SS 1023,36767,25185,9380
2023/01/13,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1145,766,35
2022/07/05,800509,TORONTO GW BMF / LPS 1021,20392,15983,3820
2023/01/10,800214,ST JOHN'S / ILC 1240,30,0,0
2022/08/09,862380,TORONTO GW BMF / EUS SS 1023,21214,11661,8545
2022/05/31,800509,TORONTO GW BMF / LPS 1021,26757,17718,7598
2022/08/10,990706,BSS 1330 ST JOHN'S ORIGINATING,341,195,20
2022/07/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1030,844,25
2022/07/04,800214,ST JOHN'S / ILC 1240,133,131,0
2023/03/23,990715,ST. JOHN'S / ILS OH4011,10,0,0
2023/02/27,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,506,414,5
2022/07/15,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1245,884,90
2023/01/23,800509,TORONTO GW BMF / LPS 1021,17558,16073,983
2022/07/25,800509,TORONTO GW BMF / LPS 1021,15794,14741,699
2022/09/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,537,465,47
2022/11/02,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,806,322,80
2022/08/24,862380,TORONTO GW BMF / EUS SS 1023,23602,15825,6209
2022/06/20,862380,TORONTO GW BMF / EUS SS 1023,21618,19152,1651
2022/05/17,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2208,1494,344
2022/07/22,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1048,614,54
2022/12/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2353,1488,361
2022/02/28,862380,TORONTO GW BMF / EUS SS 1023,2,1,0
2022/12/14,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,919,512,307
2023/04/17,800509,TORONTO GW BMF / LPS 1021,14148,13134,419
2023/04/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1481,1122,65
2021/07/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,0,0
2022/05/17,990706,BSS 1330 ST JOHN'S ORIGINATING,285,213,5
2022/10/28,800214,ST JOHN'S / ILC 1240,527,334,177
2023/04/05,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1545,875,118
2023/02/20,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,318,284,11
2023/02/07,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1831,820,283
2021/11/16,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,1,0
2022/08/22,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,635,598,3
2023/04/03,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1070,1017,14
2022/06/20,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,846,786,6
2022/07/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1612,1169,93
2022/07/07,862380,TORONTO GW BMF / EUS SS 1023,22461,14557,4000
2022/08/18,990706,BSS 1330 ST JOHN'S ORIGINATING,283,165,14
2021/12/21,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2023/03/06,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1005,652,3
2022/08/18,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,820,465,125
2022/06/10,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,777,650,32
2023/03/10,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,626,389,13
2022/12/01,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2545,738,1552
2023/05/19,800509,TORONTO GW BMF / LPS 1021,38,31,5
2022/07/26,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2360,1644,77
2022/07/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1145,780,97
2022/10/07,990706,BSS 1330 ST JOHN'S ORIGINATING,366,273,14
2023/02/14,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1396,983,51
2022/12/16,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1661,1201,240
2022/12/14,800214,ST JOHN'S / ILC 1240,813,742,46
2022/03/23,800214,ST JOHN'S / ILC 1240,1,0,1
2022/08/10,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1063,722,98
2023/02/27,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,826,725,11
2023/01/23,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,872,840,7
2023/03/27,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,301,269,10
2022/09/07,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,986,603,138
2022/04/26,862380,TORONTO GW BMF / EUS SS 1023,364,284,72
2022/04/18,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2023/01/11,800509,TORONTO GW BMF / LPS 1021,32013,24706,5955
2022/08/11,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,941,761,41
2023/03/15,862380,TORONTO GW BMF / EUS SS 1023,17600,10882,6143
2022/10/04,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1633,939,214
2023/02/03,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1017,642,52
2022/07/11,862380,TORONTO GW BMF / EUS SS 1023,16292,14118,1630
2022/08/03,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1472,921,151
2022/03/22,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,1
2023/02/20,862380,TORONTO GW BMF / EUS SS 1023,9940,8277,879
2022/08/03,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1272,674,245
2022/07/20,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,801,599,66
2023/01/13,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1217,951,16
2022/07/15,862380,TORONTO GW BMF / EUS SS 1023,10938,8196,2078
2023/03/10,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1199,729,74
2022/08/01,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,142,131,8
2021/06/29,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3,1,0
2022/08/10,990715,ST. JOHN'S / ILS OH4011,5,0,0
2022/10/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1141,868,29
2022/04/27,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,17,14,0
2022/01/05,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,1,0
2022/09/09,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1671,1036,144
2021/12/09,862380,TORONTO GW BMF / EUS SS 1023,8,7,0
2023/05/02,990706,BSS 1330 ST JOHN'S ORIGINATING,987,489,49
2023/01/24,990706,BSS 1330 ST JOHN'S ORIGINATING,551,457,29
2022/12/06,990706,BSS 1330 ST JOHN'S ORIGINATING,1106,888,42
2022/12/16,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1813,1338,299
2023/04/06,862380,TORONTO GW BMF / EUS SS 1023,15063,12501,2164
2022/05/26,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1430,926,359
2021/07/14,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,0,0
2022/11/14,990715,ST. JOHN'S / ILS OH4011,8,0,0
2023/03/07,862380,TORONTO GW BMF / EUS SS 1023,28167,19298,7398
2022/09/02,990706,BSS 1330 ST JOHN'S ORIGINATING,304,248,8
2022/05/24,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1323,1224,57
2023/03/15,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1304,920,109
2023/05/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,0
2022/12/29,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2143,1504,422
2021/11/19,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2023/02/20,800214,ST JOHN'S / ILC 1240,939,734,204
2023/05/17,800214,ST JOHN'S / ILC 1240,5,3,1
2021/11/24,800509,TORONTO GW BMF / LPS 1021,2,1,1
2023/02/01,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1311,778,275
2023/03/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,864,748,10
2021/11/10,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2023/04/14,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1021,699,45
2023/03/29,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1031,627,115
2022/04/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2022/12/23,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,449,393,20
2022/12/20,800509,TORONTO GW BMF / LPS 1021,33474,24228,7675
2021/10/27,862380,TORONTO GW BMF / EUS SS 1023,1,0,1
2023/05/10,990706,BSS 1330 ST JOHN'S ORIGINATING,941,634,38
2022/08/08,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,841,723,5
2022/11/21,800509,TORONTO GW BMF / LPS 1021,12676,11850,624
2023/05/09,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1489,1011,99
