PLT_IND_DTM,RELATED_SCAN_WC,WORK_CENTRE_NAME_EN,TOTAL_PROCESSED,PROCESSED_OT,PROCESSED_LATE
2022/07/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,843,510,66
2022/09/27,990706,BSS 1330 ST JOHN'S ORIGINATING,589,471,19
2022/10/27,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1413,1192,75
2022/07/18,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,933,865,28
2023/03/21,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2418,1148,358
2022/03/16,862380,TORONTO GW BMF / EUS SS 1023,3,0,2
2021/12/10,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3,2,0
2022/03/25,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,0
2021/12/15,800509,TORONTO GW BMF / LPS 1021,1,0,0
2021/12/08,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,4,4,0
2023/05/10,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2160,1211,294
2022/09/23,800214,ST JOHN'S / ILC 1240,8,2,0
2022/12/23,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,472,440,10
2021/12/24,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,2,0
2021/12/31,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,2,0
2022/11/01,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1547,903,106
2022/06/13,800509,TORONTO GW BMF / LPS 1021,16783,15507,871
2021/12/23,862380,TORONTO GW BMF / EUS SS 1023,9,5,0
2022/09/15,990706,BSS 1330 ST JOHN'S ORIGINATING,668,566,8
2023/05/11,990715,ST. JOHN'S / ILS OH4011,24,0,0
2022/02/03,990706,BSS 1330 ST JOHN'S ORIGINATING,1,0,0
2023/05/11,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,517,287,16
2022/12/16,800214,ST JOHN'S / ILC 1240,448,412,3
2022/05/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1601,948,214
2022/03/28,800509,TORONTO GW BMF / LPS 1021,3,0,1
2022/07/19,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1851,1381,170
2022/11/09,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2540,1645,235
2023/04/10,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,939,727,37
2022/06/07,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2081,1688,68
2022/03/17,990706,BSS 1330 ST JOHN'S ORIGINATING,2,0,0
2021/08/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,0
2021/11/22,800509,TORONTO GW BMF / LPS 1021,4,2,0
2023/04/17,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1567,1489,17
2023/01/04,990715,ST. JOHN'S / ILS OH4011,20,0,0
2022/10/12,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2759,1643,137
2023/04/13,800214,ST JOHN'S / ILC 1240,469,453,3
2023/01/11,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2699,2023,163
2022/08/01,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,5,0,2
2022/09/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1151,1092,17
2022/11/18,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1588,1030,273
2023/03/13,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,144,123,2
2023/01/19,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1378,945,37
2022/05/09,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,866,817,16
2021/12/15,862380,TORONTO GW BMF / EUS SS 1023,7,2,0
2022/11/09,800214,ST JOHN'S / ILC 1240,721,700,6
2023/04/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1802,1285,116
2023/05/08,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1138,1008,1
2023/01/09,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,664,544,75
2022/05/17,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2613,2149,207
2021/12/23,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3,3,0
2022/10/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1776,1230,163
2022/06/09,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1340,1059,38
2023/02/06,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1035,879,47
2022/11/28,990715,ST. JOHN'S / ILS OH4011,4,0,0
2023/04/20,990706,BSS 1330 ST JOHN'S ORIGINATING,301,265,10
2022/09/07,862380,TORONTO GW BMF / EUS SS 1023,36283,20593,12045
2023/04/11,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1134,906,44
2022/05/11,990706,BSS 1330 ST JOHN'S ORIGINATING,468,191,5
2022/06/08,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1119,951,30
2022/05/12,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1097,662,95
2021/11/23,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,12,8,1
2022/10/25,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2719,1669,364
2022/05/17,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1510,1074,152
2021/12/22,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,2,2,0
2022/08/08,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,500,441,18
2022/06/29,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1588,1265,81
2022/10/13,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1352,965,184
2022/07/20,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,824,619,35
2023/02/09,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1045,634,64
2021/11/04,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,3,3,0
2023/02/24,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,327,194,65
2023/03/28,990715,ST. JOHN'S / ILS OH4011,26,0,0
2022/10/14,862380,TORONTO GW BMF / EUS SS 1023,22144,16331,4951
2023/04/04,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2256,1549,188
2022/09/05,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,15,4,2
2022/07/21,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1090,949,29
2023/04/18,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1923,1292,327
2023/05/23,990706,BSS 1330 ST JOHN'S ORIGINATING,12,0,0
2022/08/18,800509,TORONTO GW BMF / LPS 1021,15030,12623,2000
2023/03/23,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1611,1063,120
2022/04/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,8,4,3
2022/06/21,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1804,1139,276
2023/01/25,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1059,609,56
2022/06/30,990706,BSS 1330 ST JOHN'S ORIGINATING,342,178,27
2023/01/18,990715,ST. JOHN'S / ILS OH4011,2,0,0
2022/05/18,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1840,1329,104
2022/06/16,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1247,1064,22
2023/03/06,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1133,1071,3
2022/06/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1823,1268,189
2021/11/22,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2021/11/17,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,1,0
2022/05/05,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,716,554,46
2023/04/03,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,622,606,4
2023/05/19,800214,ST JOHN'S / ILC 1240,2,0,0
2022/11/14,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,743,649,45
2022/08/03,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1642,913,136
2022/11/08,800509,TORONTO GW BMF / LPS 1021,38536,25450,10578
2023/05/01,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,756,735,12
2022/12/30,990715,ST. JOHN'S / ILS OH4011,26,0,0
2023/01/27,862380,TORONTO GW BMF / EUS SS 1023,15479,12309,2388
2022/08/30,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1049,726,74
2022/01/03,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1,1,0
2022/11/15,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1371,634,510
2022/09/29,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2198,1606,91
2022/12/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,843,529,38
2023/04/17,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1162,1112,13
2023/04/24,862380,TORONTO GW BMF / EUS SS 1023,17949,17125,536
2022/09/14,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1460,1090,56
2022/08/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,739,533,71
2022/04/26,800509,TORONTO GW BMF / LPS 1021,425,299,98
2022/11/21,990706,BSS 1330 ST JOHN'S ORIGINATING,214,181,15
2023/05/08,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,506,451,12
2022/11/29,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2142,1513,540
2022/04/18,800509,TORONTO GW BMF / LPS 1021,10,4,5
2022/10/03,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,662,637,7
2022/10/28,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1901,1278,55
2023/02/28,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1799,808,382
2022/06/01,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2015,1396,324
2022/12/30,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2596,1595,666
2022/07/13,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1338,1028,67
2023/05/03,990715,ST. JOHN'S / ILS OH4011,42,0,0
2022/06/14,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1865,1512,77
2023/03/07,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1351,942,205
2022/04/12,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3,0,2
2023/02/15,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,874,536,52
2022/10/21,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1336,1026,35
2021/07/06,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1,0,0
2023/03/02,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1207,674,41
2022/02/09,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,0
2023/03/20,800509,TORONTO GW BMF / LPS 1021,16343,14968,627
2022/04/06,800214,ST JOHN'S / ILC 1240,5,0,0
2022/09/05,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,131,128,0
2021/12/29,800509,TORONTO GW BMF / LPS 1021,1,0,0
2022/10/25,862380,TORONTO GW BMF / EUS SS 1023,28406,18678,8591
2022/04/12,862380,TORONTO GW BMF / EUS SS 1023,15,8,5
2022/05/23,990715,ST. JOHN'S / ILS OH4011,1,0,0
2022/07/01,862380,TORONTO GW BMF / EUS SS 1023,3,0,3
2023/03/17,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1473,1350,78
2022/11/24,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1474,1000,258
2022/11/28,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,716,619,10
2022/06/24,800509,TORONTO GW BMF / LPS 1021,13462,11752,1360
2023/01/10,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1685,1209,190
2022/01/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3,1,0
2022/06/15,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1328,1034,63
2022/11/04,800509,TORONTO GW BMF / LPS 1021,18131,15557,2020
2022/07/19,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,956,637,220
2022/08/05,990715,ST. JOHN'S / ILS OH4011,1,0,0
2022/10/10,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,77,72,1
2023/01/30,862380,TORONTO GW BMF / EUS SS 1023,19091,17376,933
2022/07/08,800509,TORONTO GW BMF / LPS 1021,12219,10290,1596
2021/12/28,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2023/05/02,800509,TORONTO GW BMF / LPS 1021,25009,19471,4878
2022/08/03,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2236,1338,362
2022/12/23,990715,ST. JOHN'S / ILS OH4011,25,0,0
2022/04/25,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,1,0
2023/05/24,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2,0,0
2023/02/22,990715,ST. JOHN'S / ILS OH4011,7,0,0
2023/04/04,800509,TORONTO GW BMF / LPS 1021,26020,20410,4869
2023/02/27,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,639,431,12
2022/08/11,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1576,986,27
2022/08/12,990706,BSS 1330 ST JOHN'S ORIGINATING,336,190,7
2022/04/12,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,0,1
2023/01/04,990706,BSS 1330 ST JOHN'S ORIGINATING,998,454,57
2022/12/14,800509,TORONTO GW BMF / LPS 1021,32350,21828,9203
2022/01/05,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,6,3,0
2022/03/14,862380,TORONTO GW BMF / EUS SS 1023,1,0,1
2023/02/06,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,629,615,6
2022/09/28,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1268,805,65
2022/12/13,990706,BSS 1330 ST JOHN'S ORIGINATING,731,526,72
2022/05/27,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1107,841,100
2022/10/10,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,82,72,5
2021/06/29,862380,TORONTO GW BMF / EUS SS 1023,2,2,0
2022/03/25,990706,BSS 1330 ST JOHN'S ORIGINATING,1,0,0
2023/04/05,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1690,1146,144
2022/09/26,990715,ST. JOHN'S / ILS OH4011,2,0,0
2021/11/09,862380,TORONTO GW BMF / EUS SS 1023,8,5,3
2022/06/30,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1375,1023,20
2022/05/04,800214,ST JOHN'S / ILC 1240,190,173,6
2022/10/31,800214,ST JOHN'S / ILC 1240,874,798,61
2021/12/01,862380,TORONTO GW BMF / EUS SS 1023,9,8,1
2022/04/26,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,9,3,4
2022/03/08,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,2,0,1
2023/05/22,990706,BSS 1330 ST JOHN'S ORIGINATING,3,0,0
2022/09/28,800509,TORONTO GW BMF / LPS 1021,23404,19620,2896
2023/04/20,800214,ST JOHN'S / ILC 1240,246,239,1
2023/03/01,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1795,1168,303
2021/09/03,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,0,0
2022/11/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2889,1527,615
2022/12/22,800509,TORONTO GW BMF / LPS 1021,20042,17300,1950
2023/01/25,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,721,535,31
2021/07/13,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2022/08/04,862380,TORONTO GW BMF / EUS SS 1023,23946,16100,6214
2023/04/20,862380,TORONTO GW BMF / EUS SS 1023,15664,13433,1763
2022/11/16,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1563,743,469
2023/03/03,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,857,658,81
2022/04/25,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1,1,0
2023/02/16,800509,TORONTO GW BMF / LPS 1021,17805,15649,1394
2023/01/24,800214,ST JOHN'S / ILC 1240,610,600,4
2022/09/08,862380,TORONTO GW BMF / EUS SS 1023,25146,15424,8353
2022/04/14,800509,TORONTO GW BMF / LPS 1021,22,14,5
2022/06/30,990715,ST. JOHN'S / ILS OH4011,6,0,0
2022/09/30,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,9,3,1
2022/01/05,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,2,1,0
2022/07/12,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1904,1473,156
2023/02/22,990706,BSS 1330 ST JOHN'S ORIGINATING,393,93,27
2022/05/06,800509,TORONTO GW BMF / LPS 1021,14008,12695,877
2022/08/23,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1682,900,349
2021/12/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,6,6,0
2023/01/12,990706,BSS 1330 ST JOHN'S ORIGINATING,779,481,102
2022/11/09,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2127,1087,464
2023/05/03,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2462,1526,209
2022/01/10,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,3,1,1
2023/03/01,800509,TORONTO GW BMF / LPS 1021,32625,20204,10145
2021/11/08,800509,TORONTO GW BMF / LPS 1021,1,0,0
2021/11/08,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,2,2,0
2022/12/12,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1284,1235,22
2022/08/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2077,1601,134
2023/05/08,800214,ST JOHN'S / ILC 1240,750,735,6
2023/04/28,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,909,652,60
2022/12/23,862380,TORONTO GW BMF / EUS SS 1023,15073,13796,921
2021/09/29,800509,TORONTO GW BMF / LPS 1021,3,1,2
2023/04/17,800214,ST JOHN'S / ILC 1240,807,767,37
2021/08/27,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,0
2022/04/20,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2,0,2
2023/02/13,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,963,918,14
2022/08/01,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,22,3,6
2022/06/03,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1404,1184,44
2023/01/20,862380,TORONTO GW BMF / EUS SS 1023,17122,13970,1639
2022/12/27,862380,TORONTO GW BMF / EUS SS 1023,5081,3081,435
2022/10/13,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2424,1704,282
2022/01/06,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1,1,0
2022/05/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1050,827,53
2022/12/08,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1903,1653,151
2022/09/30,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,39,0,31
2022/05/19,990706,BSS 1330 ST JOHN'S ORIGINATING,399,257,25
2022/03/15,990706,BSS 1330 ST JOHN'S ORIGINATING,2,0,0
2022/09/22,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1977,1468,153
2023/02/21,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,981,720,46
2022/03/29,862380,TORONTO GW BMF / EUS SS 1023,9,8,0
2023/04/03,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,656,509,4
2023/05/30,862380,TORONTO GW BMF / EUS SS 1023,5,1,2
2021/08/24,862380,TORONTO GW BMF / EUS SS 1023,1,1,0
2021/12/07,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,5,5,0
2021/12/14,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,5,3,0
2022/11/02,800214,ST JOHN'S / ILC 1240,530,519,4
2022/12/06,800509,TORONTO GW BMF / LPS 1021,36915,22955,11689
2022/08/08,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,796,731,9
2022/06/16,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1326,1075,46
2023/03/23,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1191,860,153
2022/12/05,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,785,743,30
2022/12/28,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,622,591,19
2023/02/22,862380,TORONTO GW BMF / EUS SS 1023,29720,22134,6462
2022/12/08,862380,TORONTO GW BMF / EUS SS 1023,36265,26824,5920
2023/04/07,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,91,1,85
2022/05/19,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1808,1534,43
2021/11/17,862380,TORONTO GW BMF / EUS SS 1023,4,3,0
2022/04/21,800214,ST JOHN'S / ILC 1240,4,1,1
2023/05/05,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,788,354,3
2022/02/25,862380,TORONTO GW BMF / EUS SS 1023,1,0,1
2022/08/29,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,925,879,15
2023/03/14,990706,BSS 1330 ST JOHN'S ORIGINATING,633,518,7
2023/01/23,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,943,871,20
2023/04/05,800214,ST JOHN'S / ILC 1240,416,409,3
2021/11/26,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,1,0
2021/12/14,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,2,2,0
2023/04/14,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1316,864,87
2023/04/19,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,366,275,21
2022/09/12,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1162,1106,27
2023/01/19,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,1648,1305,45
2023/01/26,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,424,204,15
2023/02/09,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1149,1028,53
2022/10/12,800509,TORONTO GW BMF / LPS 1021,30695,21903,7207
2022/09/14,990715,ST. JOHN'S / ILS OH4011,7,0,0
2022/01/12,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,1,1,0
2022/12/19,990715,ST. JOHN'S / ILS OH4011,45,0,0
2023/02/07,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1893,853,415
2022/05/25,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,2197,1309,223
2022/07/21,990715,ST. JOHN'S / ILS OH4011,1,0,0
2023/04/21,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,869,593,68
2022/09/20,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1540,1236,128
2023/05/22,862380,TORONTO GW BMF / EUS SS 1023,32,13,17
2023/05/19,990706,BSS 1330 ST JOHN'S ORIGINATING,4,0,0
2022/12/14,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,3102,2168,732
2022/11/01,990715,ST. JOHN'S / ILS OH4011,5,0,0
2023/03/28,990706,BSS 1330 ST JOHN'S ORIGINATING,1032,595,3
2023/03/01,862380,TORONTO GW BMF / EUS SS 1023,25728,17469,7468
2022/06/07,990715,ST. JOHN'S / ILS OH4011,7,0,0
2022/09/22,862380,TORONTO GW BMF / EUS SS 1023,30776,18310,8770
2022/06/28,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1444,945,203
2023/03/10,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,959,659,18
2022/10/14,990915,TORONTO GW BMF / LPS 1021-MU24 / ILC1254,2289,1283,668
2023/02/03,800214,ST JOHN'S / ILC 1240,324,302,17
2022/04/19,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,4,3,1
2022/01/14,990910,TORONTO GW BMF / LPS 1021-MU21 / ILC1251,1,1,0
2023/02/07,800214,ST JOHN'S / ILC 1240,630,593,31
2021/11/12,800509,TORONTO GW BMF / LPS 1021,2,0,0
2021/12/13,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,1,0
2022/06/03,990706,BSS 1330 ST JOHN'S ORIGINATING,387,137,7
2022/09/23,990706,BSS 1330 ST JOHN'S ORIGINATING,82,5,3
2022/08/15,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1090,822,27
2022/12/12,990715,ST. JOHN'S / ILS OH4011,2,0,0
2023/01/31,990706,BSS 1330 ST JOHN'S ORIGINATING,570,382,71
2022/01/11,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,5,2,2
2022/11/04,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1046,643,30
2023/04/07,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,22,0,19
2021/12/16,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,7,3,0
2022/08/24,800214,ST JOHN'S / ILC 1240,216,207,4
2022/05/19,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,866,644,96
2022/07/04,800509,TORONTO GW BMF / LPS 1021,8865,8025,586
2023/01/06,990911,TORONTO GW BMF / LPS 1021-MU23 / ILC1253,1721,1320,175
2022/06/13,862380,TORONTO GW BMF / EUS SS 1023,19582,17873,1029
2022/10/19,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1883,1437,217
2022/05/20,990912,TORONTO GW BMF / LPS 1021-LU11 / ILC1247,612,448,15
2022/09/08,990909,TORONTO GW BMF / LPS 1021-LU13 / ILC1249,1892,1247,351
2022/06/09,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1136,799,34
2023/03/17,990706,BSS 1330 ST JOHN'S ORIGINATING,447,374,12
2022/08/24,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,1378,701,221
2023/01/31,990914,TORONTO GW BMF / LPS 1021-MU22 / ILC1252,2188,1629,218
2022/11/22,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1867,1087,659
2022/06/06,862380,TORONTO GW BMF / EUS SS 1023,18925,14325,1746
2023/05/10,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,841,360,46
2022/12/23,800509,TORONTO GW BMF / LPS 1021,11672,10905,315
2022/06/21,862380,TORONTO GW BMF / EUS SS 1023,25420,16923,6014
2022/03/31,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,1,0,1
2022/10/24,300126,TORONTO GW BMF /LPS 1021-LU12 / ILC 1248,1231,1025,23
2022/10/24,990715,ST. JOHN'S / ILS OH4011,23,0,0
2022/05/10,800509,TORONTO GW BMF / LPS 1021,28486,21513,5716
2023/04/14,990913,TORONTO GW BMF / LPS 1021-LU14 / ILC1250,628,503,49
2022/10/04,800214,ST JOHN'S / ILC 1240,549,525,13
2022/08/15,800509,TORONTO GW BMF / LPS 1021,15337,13953,1021
2022/04/28,800214,ST JOHN'S / ILC 1240,31,27,1
