Plant_Postal_Code,Plant_Name,Fiscal_Year,Fiscal_Week_Number,Production_Day_Of_Week_Number,Shift_Date,Shift_Number,Business_Process_Number,BP_English_Name,Reporting_Type_English_Name,Plant_Volume,Worked_Hour
L5W 1B0,Toronto Gateway East,2022,19,1,2022/05/09,1,1044410,Induct Pcls EUS,Process,12224,34.633329
L5W 1B0,Toronto Gateway East,2022,19,2,2022/05/09,2,1044410,Induct Pcls EUS,Process,20,8.866666
L5W 1B0,Toronto Gateway East,2022,19,2,2022/05/09,3,1044410,Induct Pcls EUS,Process,31491,78.383325
L5W 1B0,Toronto Gateway East,2022,19,2,2022/05/10,1,1044410,Induct Pcls EUS,Process,26604,109.749992
L5W 1B0,Toronto Gateway East,2022,19,3,2022/05/10,2,1044410,Induct Pcls EUS,Process,6,26.649996
L5W 1B0,Toronto Gateway East,2022,19,3,2022/05/10,3,1044410,Induct Pcls EUS,Process,31052,87.016658
L5W 1B0,Toronto Gateway East,2022,19,3,2022/05/11,1,1044410,Induct Pcls EUS,Process,22135,84.283326
L5W 1B0,Toronto Gateway East,2022,19,4,2022/05/11,2,1044410,Induct Pcls EUS,Process,14825,51.433328
L5W 1B0,Toronto Gateway East,2022,19,4,2022/05/11,3,1044410,Induct Pcls EUS,Process,29548,76.349993
L5W 1B0,Toronto Gateway East,2022,19,4,2022/05/12,1,1044410,Induct Pcls EUS,Process,20137,72.666661
L5W 1B0,Toronto Gateway East,2022,19,5,2022/05/12,2,1044410,Induct Pcls EUS,Process,13629,47.316659
L5W 1B0,Toronto Gateway East,2022,19,5,2022/05/12,3,1044410,Induct Pcls EUS,Process,28378,86.766658
L5W 1B0,Toronto Gateway East,2022,19,5,2022/05/13,1,1044410,Induct Pcls EUS,Process,23050,99.666659
L5W 1B0,Toronto Gateway East,2022,19,6,2022/05/13,2,1044410,Induct Pcls EUS,Process,,17.216664
L5W 1B0,Toronto Gateway East,2022,19,6,2022/05/13,3,1044410,Induct Pcls EUS,Process,27876,32.283331
